"Time","Flux","Count","Flux_1h_1h12m","Flux_1h_2h","Flux_1h_1d1h_top1","Flux_1h_1d1h_top2","Flux_1h_1d1h_top3","Flux_1h_1d1h_top4","Flux_1h_1d1h_top5","Flux_1h_1d1h_top6","Flux_1h_1d1h_top7","Flux_1h_1d1h_top8","Flux_1h_1d1h_top9","Flux_1h_1d1h_top10","Flux_1h_1d1h_top10sum"
2014-01-03 16:36:00,2.0381e-06,59,NA,NA,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 16:48:00,1.684e-06,59,NA,NA,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 17:00:00,1.4505e-06,59,NA,NA,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 17:12:00,1.4872e-06,59,NA,NA,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 17:24:00,1.4269e-06,58,3.1871e-06,4.1e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 18:24:00,1.4846e-06,59,2.7044e-06,2.7044e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 18:36:00,4.1e-06,59,2.1063e-06,2.1063e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 18:48:00,2.206e-06,58,1.8781e-06,1.8781e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 19:00:00,2.227e-06,59,1.7941e-06,1.8755e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 19:12:00,2.6624e-06,58,1.8755e-06,1.8755e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 19:24:00,2.7044e-06,59,1.7968e-06,1.1664e-05,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 19:36:00,2.0538e-06,58,1.4138e-06,1.1664e-05,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 19:48:00,1.8204e-06,59,1.4741e-06,1.1664e-05,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 20:00:00,1.6708e-06,59,1.4872e-06,1.1664e-05,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 20:12:00,1.5712e-06,58,1.1664e-05,1.1664e-05,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 20:24:00,1.7968e-06,59,5.531e-06,5.531e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 20:36:00,1.4138e-06,58,3.2605e-06,3.2605e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 20:48:00,1.2039e-06,59,2.9038e-06,2.9038e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 21:00:00,1.4872e-06,58,2.7385e-06,2.7385e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 21:12:00,2.1063e-06,59,2.7385e-06,2.7385e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 21:24:00,5.531e-06,58,2.4526e-06,2.4526e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 21:36:00,3.2605e-06,59,2.4447e-06,2.4447e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 21:48:00,2.9038e-06,59,1.8964e-06,1.8964e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 22:00:00,2.3031e-06,58,1.4269e-06,1.4269e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 22:12:00,2.7385e-06,59,1.2118e-06,1.2118e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 22:24:00,2.2558e-06,58,1.0675e-06,1.2642e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 22:36:00,2.4447e-06,59,1.015e-06,1.2642e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 22:48:00,1.8964e-06,40,1.0308e-06,1.3193e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 23:00:00,1.4269e-06,59,1.1514e-06,1.3193e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 23:12:00,1.2118e-06,59,1.2642e-06,1.3193e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 23:24:00,1.0465e-06,58,1.0596e-06,1.3193e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 23:36:00,1.015e-06,59,1.3193e-06,1.3193e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9767e-05,3.9452e-05,3.9137e-05,0.00040044
2014-01-03 23:48:00,9.8355e-07,58,1.2642e-06,1.2721e-06,4.0585e-05,4.0564e-05,4.0439e-05,4.0376e-05,4.0187e-05,4.0061e-05,3.9872e-05,3.9137e-05,3.8466e-05,3.7521e-05,0.00040044
2014-01-04 00:00:00,1.0518e-06,59,1.2511e-06,1.2721e-06,3.9872e-05,3.9137e-05,3.8466e-05,3.7521e-05,3.6698e-05,3.5575e-05,3.4505e-05,3.3214e-05,3.1839e-05,3.0465e-05,0.00040044
2014-01-04 00:12:00,1.2118e-06,58,1.2721e-06,1.2721e-06,3.4505e-05,3.3214e-05,3.1839e-05,3.0465e-05,2.9143e-05,2.7915e-05,2.6666e-05,2.5281e-05,2.3949e-05,2.2763e-05,0.00040044
2014-01-04 00:24:00,1.0596e-06,59,1.2354e-06,1.2354e-06,2.6666e-05,2.5281e-05,2.3949e-05,2.2763e-05,2.1819e-05,2.0769e-05,1.994e-05,1.992e-05,1.9615e-05,1.9615e-05,0.00040044
2014-01-04 00:36:00,1.1147e-06,58,1.1173e-06,1.8991e-06,1.994e-05,1.992e-05,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,0.00040044
2014-01-04 00:48:00,1.2616e-06,59,1.0596e-06,3.696e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.000397208
2014-01-04 01:00:00,1.2511e-06,59,1.0649e-06,3.696e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.000357292
2014-01-04 01:12:00,1.1672e-06,58,1.1488e-06,3.696e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.00028574
2014-01-04 01:24:00,1.2354e-06,59,1.8991e-06,3.696e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.000220337
2014-01-04 01:36:00,1.1173e-06,45,3.696e-06,3.696e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.000194378
2014-01-04 01:48:00,1.0386e-06,59,3.6068e-06,3.6068e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.00019101
2014-01-04 02:00:00,1.0649e-06,58,2.4604e-06,2.4604e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.00019101
2014-01-04 02:12:00,1.0308e-06,59,2.0748e-06,2.0748e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.00019101
2014-01-04 02:24:00,1.2747e-06,59,1.8073e-06,1.8073e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.00019101
2014-01-04 02:36:00,1.9725e-06,58,1.7259e-06,1.7259e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.00019101
2014-01-04 02:48:00,3.6068e-06,59,1.3875e-06,1.4006e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9552e-05,1.9426e-05,1.9164e-05,1.907e-05,1.8524e-05,1.8482e-05,1.801e-05,0.00019101
2014-01-04 03:00:00,2.4604e-06,58,1.3115e-06,1.4006e-06,1.9615e-05,1.9615e-05,1.9552e-05,1.9426e-05,1.907e-05,1.8524e-05,1.7989e-05,1.7317e-05,1.6614e-05,1.5922e-05,0.00019101
2014-01-04 03:12:00,2.0748e-06,59,1.4006e-06,1.4269e-06,1.7989e-05,1.7317e-05,1.6614e-05,1.5922e-05,1.5195e-05,1.4429e-05,1.3637e-05,1.2939e-05,1.2267e-05,1.1648e-05,0.00019101
2014-01-04 03:24:00,1.8073e-06,58,1.2144e-06,1.7627e-06,1.3637e-05,1.2939e-05,1.2267e-05,1.1648e-05,1.094e-05,1.0263e-05,9.7649e-06,9.4396e-06,9.3556e-06,8.9989e-06,0.00019101
2014-01-04 03:36:00,1.7259e-06,59,1.1514e-06,1.7627e-06,9.7649e-06,9.4396e-06,9.3556e-06,8.9989e-06,8.3116e-06,7.8289e-06,7.3935e-06,7.0157e-06,6.937e-06,6.8006e-06,0.00019101
2014-01-04 03:48:00,1.3875e-06,58,1.2039e-06,1.7627e-06,7.3935e-06,7.0157e-06,6.937e-06,6.8006e-06,6.6694e-06,6.6642e-06,6.6642e-06,6.6222e-06,6.4648e-06,6.3809e-06,0.00019101
2014-01-04 04:00:00,1.3115e-06,59,1.4269e-06,1.7627e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3809e-06,6.3651e-06,6.0556e-06,5.9979e-06,5.8877e-06,5.788e-06,5.7408e-06,0.000183644
2014-01-04 04:12:00,1.3115e-06,59,1.7627e-06,1.8099e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,5.9979e-06,5.8877e-06,5.7408e-06,5.1742e-06,5.1165e-06,5.1007e-06,0.000147957
2014-01-04 04:24:00,1.2013e-06,58,1.4426e-06,1.8099e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,5.9979e-06,5.8877e-06,5.7408e-06,5.1742e-06,5.1165e-06,5.1007e-06,0.000109253
2014-01-04 04:36:00,1.1488e-06,59,1.2406e-06,5.1847e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,8.18463e-05
2014-01-04 04:48:00,1.141e-06,58,1.3246e-06,5.6359e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.76125e-05
2014-01-04 05:00:00,1.1908e-06,59,1.8099e-06,5.6359e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.20092e-05
2014-01-04 05:12:00,1.419e-06,58,1.7102e-06,5.6359e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,5.91761e-05
2014-01-04 05:24:00,1.4426e-06,59,5.1847e-06,5.6359e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,5.91761e-05
2014-01-04 05:36:00,1.2406e-06,59,5.6359e-06,5.6359e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 05:48:00,1.2642e-06,58,5.2739e-06,5.2739e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 06:00:00,1.2852e-06,59,4.2731e-06,4.2731e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 06:12:00,1.4898e-06,58,3.7222e-06,3.7222e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 06:24:00,2.1168e-06,59,3.5097e-06,3.5097e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 06:36:00,5.384e-06,58,3.4337e-06,3.4389e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 06:48:00,5.2739e-06,59,3.2841e-06,3.4389e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 07:00:00,4.2679e-06,58,3.1189e-06,3.4389e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 07:12:00,3.7222e-06,59,3.4389e-06,3.4389e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 07:24:00,3.5097e-06,59,2.9169e-06,2.9169e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 07:36:00,3.2763e-06,58,2.2427e-06,2.6467e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 07:48:00,3.2841e-06,59,2.6467e-06,2.6467e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 08:00:00,2.9195e-06,58,2.1614e-06,3.0297e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 08:12:00,3.2028e-06,59,1.6499e-06,3.0297e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 08:24:00,2.9169e-06,58,1.8702e-06,9.0723e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 08:36:00,2.2427e-06,59,1.8099e-06,1.3427e-05,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 08:48:00,1.9384e-06,59,3.0297e-06,1.3427e-05,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 09:00:00,2.1614e-06,58,2.6126e-06,1.3427e-05,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 09:12:00,1.6499e-06,59,9.0723e-06,1.3427e-05,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 09:24:00,1.6394e-06,58,1.3427e-05,1.3427e-05,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 09:36:00,1.8099e-06,59,9.9747e-06,9.9747e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 09:48:00,1.7364e-06,48,7.0262e-06,7.0262e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 10:00:00,2.6126e-06,59,6.3756e-06,6.3756e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 10:12:00,1.8702e-06,59,5.6884e-06,5.6884e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 10:24:00,1.3081e-05,59,4.7243e-06,4.7243e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 10:36:00,9.9747e-06,59,3.8927e-06,3.898e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 10:48:00,7.0262e-06,58,3.3655e-06,3.898e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 11:00:00,6.3756e-06,59,3.898e-06,3.898e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 11:12:00,5.6884e-06,58,3.8691e-06,3.8691e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 11:24:00,4.7243e-06,59,3.2343e-06,3.2343e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 11:36:00,3.8927e-06,58,2.6021e-06,2.888e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 11:48:00,3.3655e-06,59,2.888e-06,2.888e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 12:00:00,3.3969e-06,59,2.749e-06,2.749e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 12:12:00,3.8691e-06,58,2.0906e-06,2.1089e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 12:24:00,3.2343e-06,59,1.92e-06,2.3922e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 12:36:00,2.6021e-06,58,2.0276e-06,2.3922e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 12:48:00,2.2427e-06,59,2.0276e-06,2.3922e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 13:00:00,2.6677e-06,58,2.1089e-06,2.3922e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 13:12:00,2.0906e-06,59,2.3922e-06,2.6834e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 13:24:00,1.8361e-06,59,2.3896e-06,2.6834e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 13:36:00,1.865e-06,58,2.3135e-06,2.6834e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 13:48:00,2.0276e-06,59,2.1719e-06,9.6704e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 14:00:00,1.9646e-06,58,2.6834e-06,9.6704e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 14:12:00,1.8781e-06,59,2.6257e-06,9.6704e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 14:24:00,2.3896e-06,58,1.9542e-06,9.6704e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 14:36:00,2.3135e-06,59,9.6704e-06,9.6704e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 14:48:00,2.1719e-06,59,6.3809e-06,6.3809e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 15:00:00,2.1509e-06,58,2.9641e-06,2.9641e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
2014-01-04 15:12:00,2.6257e-06,59,2.6834e-06,3.7012e-06,7.278e-06,7.0787e-06,6.6642e-06,6.6642e-06,6.4648e-06,6.3651e-06,6.2812e-06,6.0766e-06,5.9979e-06,5.8877e-06,6.47584e-05
