Year,Month,Day,Hour Start,Minute Start,Hour End,Minute End,Hour Peak,Minute Peak,Hour Peak,Minute Peak,Peak Flux
2014,7,1,11,5,11,59,11,23,11,24,1.40E-05
2011,6,14,21,36,22,10,21,47,21,48,1.40E-05
2014,6,12,9,23,9,42,9,37,9,36,1.40E-05
2014,10,9,1,54,2,2,1,58,1,58,1.39E-05
2013,10,28,20,48,21,2,20,57,20,56,1.39E-05
2015,3,14,4,23,4,54,4,40,4,40,1.39E-05
2012,7,6,18,48,19,5,18,55,18,56,1.38E-05
2012,10,21,19,46,20,20,20,3,20,4,1.38E-05
2014,3,8,23,26,23,50,23,41,23,40,1.38E-05
2011,2,18,20,56,21,14,21,4,21,4,1.37E-05
2014,2,13,15,45,16,6,15,57,15,56,1.37E-05
2012,7,8,12,6,12,13,12,10,12,10,1.37E-05
2013,5,10,12,37,13,4,12,56,12,56,1.36E-05
2013,5,5,17,42,17,58,17,56,17,56,1.36E-05
2011,3,12,4,33,4,48,4,43,4,44,1.36E-05
2014,2,2,21,24,22,14,22,4,22,4,1.36E-05
2014,10,22,15,51,16,3,15,57,15,56,1.36E-05
2015,5,5,14,19,14,32,14,25,14,26,1.35E-05
2011,3,7,7,59,8,15,8,7,8,6,1.35E-05
2012,8,18,23,15,23,32,23,22,23,22,1.35E-05
2014,6,12,18,3,18,23,18,13,18,14,1.35E-05
2015,6,13,7,20,7,47,7,29,7,30,1.34E-05
2014,2,2,14,1,14,9,14,6,14,6,1.34E-05
2013,10,25,17,2,17,16,17,9,17,8,1.34E-05
2011,4,15,17,2,17,28,17,12,17,12,1.34E-05
2016,11,29,23,29,23,40,23,38,23,38,1.34E-05
2014,1,28,12,33,12,50,12,46,12,46,1.34E-05
2013,5,3,16,39,17,22,16,55,16,54,1.33E-05
2014,12,19,9,31,9,54,9,44,9,44,1.33E-05
2011,9,28,13,24,13,30,13,28,13,28,1.33E-05
2014,10,9,1,30,1,47,1,43,1,44,1.33E-05
2012,7,8,5,41,5,52,5,46,5,46,1.33E-05
2011,10,21,12,53,13,8,13,0,13,0,1.32E-05
2013,5,16,21,36,22,3,21,53,21,54,1.32E-05
2011,10,22,10,0,13,9,11,10,11,10,1.32E-05
2014,12,4,8,0,8,21,8,10,8,10,1.31E-05
2010,1,20,17,50,18,0,17,55,17,54,1.31E-05
2014,2,24,12,0,12,10,12,5,12,6,1.31E-05
2014,1,4,10,16,10,41,10,25,10,24,1.31E-05
2015,1,4,15,18,15,53,15,36,15,36,1.31E-05
2014,10,27,3,35,3,48,3,41,3,42,1.31E-05
2011,1,28,0,44,1,10,1,3,1,2,1.31E-05
2014,2,5,16,11,16,42,16,20,16,20,1.30E-05
2013,6,5,8,14,9,26,8,57,8,56,1.30E-05
2015,4,21,21,58,22,4,22,1,22,2,1.29E-05
2011,9,24,21,23,21,32,21,27,21,28,1.28E-05
2013,10,17,15,9,15,58,15,41,15,42,1.28E-05
2013,12,7,7,17,7,49,7,29,7,30,1.28E-05
2014,2,13,5,49,6,13,6,7,6,6,1.28E-05
2015,6,18,0,33,1,55,1,27,1,26,1.28E-05
2015,3,15,22,42,23,38,23,22,23,22,1.28E-05
2012,3,6,1,36,1,50,1,44,1,44,1.28E-05
2015,9,29,5,33,5,39,5,37,5,38,1.27E-05
2014,3,13,19,3,19,30,19,19,19,18,1.27E-05
2013,3,5,7,47,7,59,7,54,7,54,1.27E-05
2012,9,6,4,6,4,20,4,13,4,12,1.27E-05
2012,9,9,21,50,22,56,22,36,22,36,1.26E-05
2011,4,22,15,47,16,11,15,53,15,54,1.26E-05
2013,10,26,9,17,9,48,9,37,9,36,1.26E-05
2014,10,29,9,54,10,6,10,1,10,2,1.26E-05
2014,12,21,7,18,7,51,7,32,7,32,1.25E-05
2012,7,5,13,5,13,32,13,18,13,18,1.25E-05
2011,10,1,8,56,10,17,9,59,9,58,1.25E-05
2012,3,6,0,22,0,31,0,28,0,28,1.24E-05
2015,9,30,10,49,11,13,10,59,10,58,1.24E-05
2015,3,13,3,47,4,16,4,1,4,2,1.24E-05
2012,6,13,11,29,14,31,13,17,13,16,1.24E-05
2013,11,21,10,52,11,42,11,11,11,12,1.23E-05
2014,10,30,4,17,4,36,4,28,4,28,1.23E-05
2014,2,16,9,20,9,29,9,26,9,26,1.23E-05
2014,1,2,22,12,22,22,22,18,22,18,1.23E-05
2014,8,22,6,18,6,34,6,28,6,28,1.23E-05
2015,8,21,1,56,2,37,2,18,2,18,1.23E-05
2014,10,29,18,47,18,52,18,50,18,50,1.23E-05
2013,5,12,22,37,22,52,22,44,22,44,1.23E-05
2015,9,28,13,1,13,29,13,18,13,18,1.22E-05
2011,11,15,9,3,9,23,9,12,9,12,1.22E-05
2013,3,15,5,46,8,35,6,58,6,58,1.22E-05
2017,4,3,0,56,1,12,1,5,1,4,1.22E-05
2014,7,9,0,20,0,33,0,26,0,26,1.21E-05
2013,1,13,0,45,0,52,0,50,0,50,1.21E-05
2014,2,24,11,3,11,42,11,17,11,18,1.21E-05
2015,10,15,23,27,23,37,23,31,23,32,1.21E-05
2015,3,5,17,6,18,26,18,11,18,10,1.21E-05
2016,2,15,10,41,11,6,11,0,11,0,1.21E-05
2014,5,7,16,7,17,3,16,29,16,30,1.21E-05
2014,10,20,22,43,23,13,22,55,22,54,1.20E-05
2012,8,17,13,12,13,23,13,19,13,18,1.20E-05
2016,7,21,0,42,0,50,0,46,0,46,1.20E-05
2013,12,22,8,33,8,41,8,37,8,38,1.20E-05
2013,8,12,10,21,10,47,10,41,10,40,1.20E-05
2015,9,29,3,11,3,31,3,16,3,16,1.20E-05
2012,7,4,14,35,14,42,14,40,14,40,1.19E-05
2015,1,3,9,40,9,50,9,47,9,48,1.19E-05
2012,5,6,1,12,1,20,1,18,1,18,1.19E-05
2011,9,5,7,27,8,6,7,58,7,58,1.19E-05
2013,11,23,2,20,2,49,2,32,2,32,1.19E-05
2015,5,5,13,45,13,56,13,53,13,52,1.18E-05
2014,3,10,0,19,0,33,0,26,0,26,1.18E-05
2015,12,24,1,49,2,22,2,12,2,12,1.18E-05
2012,6,30,12,48,12,54,12,52,12,52,1.17E-05
2014,1,30,7,54,8,41,8,11,8,12,1.17E-05
2012,7,4,23,47,0,2,23,55,23,54,1.17E-05
2014,1,31,15,32,15,53,15,42,15,42,1.17E-05
2011,11,15,22,27,22,42,22,35,22,36,1.17E-05
2011,9,22,9,53,10,9,10,0,10,0,1.17E-05
2015,10,17,20,9,20,28,20,23,20,24,1.17E-05
2011,8,3,3,8,3,51,3,37,3,36,1.17E-05
2015,9,17,9,34,9,45,9,40,9,40,1.16E-05
2014,2,14,13,21,13,39,13,28,13,28,1.16E-05
2013,1,11,8,43,9,17,9,11,9,10,1.16E-05
2011,7,27,15,48,16,22,16,7,16,8,1.16E-05
2014,1,7,3,49,3,56,3,53,3,54,1.16E-05
2015,4,12,8,51,10,44,9,50,9,50,1.16E-05
2014,10,23,9,44,9,56,9,50,9,50,1.16E-05
2012,7,5,6,49,7,5,6,58,6,58,1.16E-05
2011,11,9,13,4,14,12,13,35,13,36,1.16E-05
2011,3,7,5,0,5,19,5,13,5,12,1.16E-05
2014,3,1,13,18,13,40,13,33,13,32,1.15E-05
2011,2,16,7,35,7,55,7,44,7,44,1.15E-05
2011,2,28,12,38,13,3,12,52,12,52,1.15E-05
2011,10,31,14,55,15,27,15,8,15,8,1.15E-05
2015,8,21,19,10,20,50,20,34,20,34,1.14E-05
2015,8,22,6,39,6,59,6,49,6,48,1.14E-05
2014,1,3,21,9,21,19,21,14,21,14,1.14E-05
2012,7,8,9,44,9,57,9,53,9,54,1.14E-05
2015,6,21,18,10,18,28,18,20,18,20,1.14E-05
2015,4,23,9,18,11,10,10,7,10,8,1.14E-05
2011,9,9,12,39,12,56,12,49,12,48,1.13E-05
2014,2,23,5,50,6,36,6,10,6,10,1.13E-05
2014,1,27,2,2,2,18,2,11,2,12,1.13E-05
2010,2,12,17,52,18,15,18,8,18,8,1.13E-05
2012,11,27,21,5,21,30,21,26,21,26,1.13E-05
2011,11,5,11,10,11,42,11,21,11,20,1.13E-05
2013,5,2,4,58,5,19,5,10,5,10,1.12E-05
2015,9,28,7,27,7,46,7,35,7,36,1.12E-05
2012,7,30,15,39,15,53,15,48,15,48,1.12E-05
2014,12,17,1,41,1,57,1,50,1,50,1.12E-05
2014,9,6,16,50,17,22,17,9,17,8,1.12E-05
2013,10,15,23,31,23,41,23,36,23,36,1.11E-05
2015,9,29,19,20,19,27,19,24,19,24,1.11E-05
2011,5,28,21,9,22,1,21,50,21,50,1.11E-05
2016,11,29,17,19,17,26,17,23,17,24,1.11E-05
2011,9,10,7,18,7,56,7,40,7,40,1.11E-05
2015,4,22,8,30,8,58,8,44,8,44,1.11E-05
2014,10,9,6,48,7,6,6,59,6,58,1.11E-05
2011,2,18,10,23,10,37,10,26,10,26,1.11E-05
2014,6,15,11,10,11,50,11,39,11,40,1.10E-05
2010,2,7,4,42,4,54,4,52,4,52,1.10E-05
2011,11,6,6,14,6,41,6,35,6,34,1.10E-05
2014,5,6,22,1,22,20,22,9,22,10,1.10E-05
2012,4,27,8,15,8,29,8,24,8,24,1.10E-05
2013,10,22,14,49,15,28,15,20,15,20,1.09E-05
2015,10,16,6,11,6,20,6,16,6,16,1.09E-05
2012,8,18,22,46,23,0,22,54,22,54,1.09E-05
2011,9,25,8,46,8,52,8,49,8,48,1.09E-05
2013,10,25,9,43,10,25,10,12,10,12,1.08E-05
2014,5,24,18,26,18,44,18,35,18,34,1.08E-05
2014,10,27,1,44,2,11,2,2,2,2,1.08E-05
2014,3,9,20,13,20,35,20,28,20,28,1.08E-05
2013,4,22,10,22,10,31,10,29,10,30,1.08E-05
2014,2,2,16,24,16,36,16,29,16,30,1.08E-05
2013,10,23,23,33,23,47,23,43,23,42,1.07E-05
2015,10,2,12,19,12,31,12,26,12,26,1.07E-05
2012,6,10,6,39,6,50,6,45,6,44,1.07E-05
2014,2,9,15,40,16,52,16,17,16,16,1.07E-05
2012,7,4,21,23,21,29,21,27,21,28,1.07E-05
2014,12,21,11,24,12,57,12,17,12,16,1.06E-05
2013,5,31,19,52,20,6,20,0,20,0,1.06E-05
2012,8,18,3,17,3,30,3,23,3,22,1.06E-05
2012,7,6,2,44,2,58,2,51,2,52,1.06E-05
2013,1,11,14,51,15,24,15,7,15,6,1.05E-05
2014,1,27,1,5,1,39,1,22,1,22,1.05E-05
2011,9,24,23,45,0,9,23,58,23,58,1.05E-05
2015,8,24,17,40,17,49,17,46,17,46,1.05E-05
2014,2,26,14,52,15,10,15,1,15,0,1.05E-05
2015,3,17,22,49,23,48,23,34,23,34,1.05E-05
2014,6,12,21,1,21,19,21,13,21,14,1.05E-05
2013,10,22,0,14,0,28,0,22,0,22,1.05E-05
2011,11,6,0,46,1,24,1,3,1,2,1.05E-05
2011,3,10,22,34,22,49,22,41,22,40,1.05E-05
2010,6,13,5,30,5,44,5,39,5,40,1.04E-05
2010,11,5,12,43,14,6,13,29,13,30,1.04E-05
2014,3,10,4,2,4,13,4,8,4,8,1.04E-05
2013,5,13,11,57,12,9,12,3,12,2,1.04E-05
2012,3,6,21,4,21,14,21,11,21,10,1.03E-05
2014,1,3,12,41,12,54,12,50,12,50,1.03E-05
2010,8,7,17,55,18,47,18,24,18,24,1.03E-05
2014,9,28,16,34,18,0,17,33,17,32,1.03E-05
2016,2,14,19,18,19,29,19,26,19,26,1.03E-05
2012,7,14,4,51,5,5,4,58,4,58,1.03E-05
2015,12,21,10,9,10,32,10,19,10,18,1.03E-05
2014,10,29,16,6,16,33,16,20,16,20,1.03E-05
2014,10,26,17,8,17,30,17,17,17,18,1.03E-05
2014,2,13,2,41,3,4,2,51,2,52,1.03E-05
2012,8,17,17,8,17,27,17,20,17,20,1.02E-05
2012,2,6,19,31,20,17,20,0,20,0,1.02E-05
2011,3,25,23,8,23,30,23,22,23,22,1.02E-05
2015,7,6,8,24,8,59,8,44,8,44,1.02E-05
2012,1,17,4,41,5,7,4,53,4,52,1.02E-05
2013,11,5,18,8,18,17,18,13,18,14,1.02E-05
2014,12,22,1,33,1,59,1,49,1,50,1.02E-05
2012,10,10,4,51,5,20,5,4,5,4,1.02E-05
2012,7,7,8,18,8,39,8,28,8,28,1.02E-05
2015,6,20,6,28,7,9,6,48,6,48,1.02E-05
2015,4,21,7,8,7,27,7,21,7,22,1.01E-05
2012,8,11,11,55,12,57,12,20,12,20,1.01E-05
2011,9,30,18,55,19,15,19,6,19,6,1.01E-05
2012,7,11,8,24,8,37,8,31,8,32,1.01E-05
2011,11,4,20,31,20,46,20,40,20,40,1.01E-05
2015,9,29,6,39,6,46,6,43,6,42,1.01E-05
2016,7,21,1,34,2,4,1,49,1,50,1.01E-05
2014,10,29,6,3,8,52,8,20,8,20,1.01E-05
2014,3,19,7,26,7,39,7,34,7,34,1.01E-05
2015,9,27,20,54,21,15,21,0,21,0,1.00E-05
2012,9,30,23,17,23,44,23,39,23,40,1.00E-05
2014,11,7,10,13,10,30,10,22,10,22,1.00E-05
2015,10,2,17,8,17,23,17,18,17,18,1.00E-05
2011,9,12,20,30,21,51,20,54,20,54,1.00E-05
2014,10,30,0,34,0,40,0,37,0,36,1.00E-05
2014,3,9,13,52,14,5,13,58,13,58,9.99E-06
2015,1,6,11,40,11,53,11,48,11,48,9.99E-06
2014,2,13,8,5,8,19,8,12,8,12,9.98E-06
2010,1,20,6,45,7,34,7,27,7,26,9.97E-06
2013,11,3,16,22,16,43,16,28,16,28,9.93E-06
2012,9,30,4,27,4,42,4,33,4,32,9.92E-06
2011,3,9,22,3,22,14,22,12,22,12,9.92E-06
2013,5,19,17,7,18,18,17,50,17,50,9.90E-06
2013,11,23,12,49,13,5,12,57,12,56,9.90E-06
2012,7,3,3,36,3,48,3,42,3,42,9.90E-06
2013,11,17,5,6,5,13,5,10,5,10,9.87E-06
2014,10,14,18,21,18,46,18,37,18,36,9.86E-06
2015,9,28,14,12,14,46,14,34,14,34,9.84E-06
2015,9,27,19,44,20,5,19,58,19,58,9.84E-06
2015,1,28,5,20,5,38,5,30,5,30,9.84E-06
2015,1,14,3,34,3,54,3,47,3,48,9.84E-06
2012,7,6,13,26,13,32,13,30,13,30,9.84E-06
2012,3,5,16,16,16,26,16,22,16,22,9.83E-06
2014,3,2,23,11,23,26,23,19,23,18,9.81E-06
2015,1,21,11,32,11,48,11,42,11,42,9.81E-06
2014,10,30,15,21,15,55,15,42,15,42,9.81E-06
2013,11,12,22,49,23,31,23,8,23,8,9.80E-06
2014,10,25,15,44,16,15,15,52,15,52,9.80E-06
2013,5,1,1,20,1,30,1,26,1,26,9.79E-06
2013,10,26,19,49,19,58,19,53,19,52,9.79E-06
2015,1,26,16,46,16,58,16,53,16,52,9.78E-06
2010,11,5,0,48,1,2,0,56,0,56,9.75E-06
2012,3,9,19,59,20,49,20,25,20,26,9.75E-06
2011,9,23,0,29,0,37,0,33,0,34,9.71E-06
2015,10,13,14,5,14,14,14,11,14,12,9.71E-06
2015,10,4,2,34,2,48,2,41,2,40,9.71E-06
2012,7,30,13,55,14,5,14,3,14,4,9.70E-06
2012,7,2,0,26,0,40,0,35,0,34,9.70E-06
2014,10,27,6,56,7,7,7,1,7,2,9.69E-06
2015,1,9,8,4,8,34,8,17,8,18,9.68E-06
2014,1,4,15,33,15,47,15,41,15,42,9.67E-06
2014,3,11,16,20,16,41,16,27,16,26,9.65E-06
2014,10,27,7,11,7,20,7,15,7,16,9.64E-06
2014,12,4,19,38,19,44,19,41,19,40,9.62E-06
2013,5,20,14,59,15,10,15,6,15,6,9.61E-06
2016,2,12,10,36,10,53,10,47,10,46,9.61E-06
2015,2,4,2,8,2,21,2,15,2,14,9.58E-06
2013,6,24,11,27,11,36,11,32,11,32,9.58E-06
2016,1,28,11,48,12,16,12,2,12,2,9.56E-06
2015,3,2,6,31,6,44,6,39,6,38,9.56E-06
2013,10,24,5,53,6,3,5,59,6,0,9.55E-06
2011,2,14,12,41,12,58,12,53,12,54,9.54E-06
2014,11,2,20,44,21,25,21,5,21,6,9.53E-06
2012,5,9,20,45,20,55,20,52,20,52,9.51E-06
2014,12,19,17,35,19,30,18,45,18,44,9.48E-06
2011,2,18,14,0,14,15,14,8,14,8,9.48E-06
2013,6,3,7,3,7,42,7,25,7,24,9.48E-06
2014,1,2,11,25,12,42,12,26,12,26,9.46E-06
2011,9,14,20,42,20,54,20,51,20,52,9.46E-06
2014,9,12,2,7,2,32,2,24,2,24,9.46E-06
2012,3,23,19,34,19,44,19,40,19,40,9.45E-06
2013,2,20,11,8,11,13,11,11,11,12,9.43E-06
2012,7,3,20,36,20,51,20,45,20,46,9.43E-06
2014,3,5,2,6,2,12,2,10,2,10,9.40E-06
2013,7,4,0,4,0,13,0,8,0,8,9.36E-06
2014,4,11,11,17,11,32,11,24,11,24,9.35E-06
2015,8,26,13,41,14,20,13,53,13,52,9.33E-06
2014,1,17,16,3,16,11,16,8,16,8,9.33E-06
2012,7,7,3,10,3,23,3,15,3,14,9.30E-06
2016,7,21,12,47,13,3,12,55,12,56,9.28E-06
2014,10,26,13,4,13,16,13,9,13,10,9.28E-06
2015,5,13,18,9,18,38,18,18,18,18,9.27E-06
2013,1,11,6,7,6,18,6,14,6,14,9.27E-06
2013,12,21,10,27,10,44,10,36,10,36,9.26E-06
2014,10,25,7,36,8,35,8,8,8,8,9.25E-06
2013,10,27,17,48,18,4,17,53,17,54,9.25E-06
2011,3,12,15,19,15,34,15,29,15,28,9.25E-06
2015,12,21,5,29,5,43,5,39,5,40,9.22E-06
2015,9,21,5,11,5,22,5,18,5,18,9.22E-06
2013,5,5,19,57,20,4,20,2,20,2,9.19E-06
2014,6,13,20,13,20,20,20,17,20,18,9.17E-06
2012,10,12,8,8,8,29,8,20,8,20,9.15E-06
2011,11,3,22,56,23,24,23,13,23,12,9.12E-06
2014,10,3,6,36,7,14,6,48,6,48,9.08E-06
2011,9,26,7,45,7,52,7,50,7,50,9.06E-06
2013,12,28,17,53,18,8,18,2,18,2,9.05E-06
2013,5,9,22,52,23,32,23,16,23,16,9.05E-06
2014,2,3,8,12,9,3,8,30,8,30,9.04E-06
2011,2,18,9,55,10,15,10,11,10,10,9.04E-06
2011,12,27,4,11,4,31,4,22,4,22,9.01E-06
2014,10,20,5,37,6,9,6,2,6,2,9.00E-06
2014,4,16,19,54,20,4,19,59,19,58,9.00E-06
2011,9,22,8,49,9,9,9,5,9,6,8.99E-06
2011,3,8,23,32,23,40,23,37,23,38,8.98E-06
2014,7,30,16,0,16,35,16,17,16,16,8.95E-06
2014,3,3,15,54,16,1,15,58,15,58,8.95E-06
2013,11,6,8,45,8,55,8,51,8,52,8.93E-06
2011,9,28,12,26,12,38,12,32,12,32,8.93E-06
2013,12,22,18,55,19,17,19,9,19,10,8.90E-06
2014,4,22,11,29,11,41,11,37,11,38,8.89E-06
2013,12,31,10,23,12,32,11,50,11,50,8.88E-06
2011,9,20,5,0,5,17,5,13,5,12,8.85E-06
2015,3,9,17,36,17,52,17,42,17,42,8.85E-06
2012,7,5,7,40,7,48,7,45,7,44,8.85E-06
2015,6,11,14,30,14,41,14,37,14,38,8.84E-06
2010,2,8,11,57,12,6,12,3,12,2,8.84E-06
2014,6,9,17,3,17,14,17,8,17,8,8.84E-06
2011,10,5,12,36,12,56,12,42,12,42,8.84E-06
2015,3,15,1,15,3,20,2,13,2,12,8.82E-06
2011,8,3,19,23,19,42,19,30,19,30,8.82E-06
2010,2,13,12,28,12,48,12,39,12,38,8.81E-06
2012,6,7,15,29,15,55,15,43,15,42,8.80E-06
2014,2,8,18,25,18,36,18,33,18,34,8.79E-06
2014,2,5,18,32,18,54,18,44,18,44,8.78E-06
2013,10,23,22,18,22,31,22,26,22,26,8.78E-06
2012,7,8,17,29,17,47,17,34,17,34,8.76E-06
2013,7,5,12,55,13,4,13,1,13,2,8.76E-06
2010,5,5,11,37,11,58,11,52,11,52,8.75E-06
2013,2,6,0,4,0,41,0,21,0,20,8.75E-06
2011,5,29,20,11,21,48,21,20,21,20,8.75E-06
2017,4,2,2,41,2,48,2,46,2,46,8.74E-06
2016,8,9,0,34,0,52,0,42,0,42,8.74E-06
2014,2,14,16,33,16,42,16,39,16,38,8.74E-06
2013,12,20,15,26,15,39,15,33,15,34,8.73E-06
2011,8,3,7,38,8,6,7,58,7,58,8.73E-06
2016,2,11,20,18,21,28,21,3,21,2,8.73E-06
2015,11,23,1,9,2,54,2,28,2,28,8.73E-06
2015,6,12,23,32,0,1,23,48,23,48,8.73E-06
2014,5,10,6,51,7,30,7,2,7,2,8.73E-06
2012,3,6,3,24,3,31,3,28,3,28,8.73E-06
2014,12,22,4,27,5,24,4,54,4,54,8.72E-06
2011,2,18,6,27,6,39,6,33,6,34,8.72E-06
2014,3,2,0,3,0,19,0,12,0,12,8.71E-06
2011,9,4,4,36,5,3,4,53,4,52,8.69E-06
2014,9,26,4,19,6,59,5,44,5,44,8.69E-06
2012,7,5,14,41,14,50,14,45,14,46,8.69E-06
2014,10,20,14,58,15,41,15,24,15,24,8.68E-06
2011,9,16,11,30,11,39,11,36,11,36,8.68E-06
2010,2,8,5,12,5,30,5,23,5,24,8.68E-06
2014,8,1,0,12,0,32,0,18,0,18,8.67E-06
2017,1,21,7,14,7,29,7,26,7,26,8.67E-06
2015,10,2,15,26,15,37,15,32,15,32,8.67E-06
2011,11,4,3,22,4,16,3,53,3,54,8.65E-06
2015,3,25,4,36,5,11,4,46,4,46,8.64E-06
2014,2,28,0,44,0,50,0,48,0,48,8.63E-06
2015,3,11,18,37,18,57,18,51,18,50,8.63E-06
2014,3,20,1,52,2,2,1,57,1,58,8.61E-06
2011,4,21,9,38,9,58,9,48,9,48,8.61E-06
2015,3,18,7,40,7,59,7,51,7,50,8.59E-06
2013,2,17,15,45,15,52,15,50,15,50,8.58E-06
2011,2,16,1,32,1,46,1,39,1,38,8.58E-06
2015,10,2,17,55,18,3,18,0,18,0,8.58E-06
2014,12,9,9,58,10,35,10,24,10,24,8.57E-06
2013,11,16,4,47,4,57,4,53,4,52,8.56E-06
2015,9,28,11,21,11,50,11,32,11,32,8.54E-06
2014,12,14,4,17,4,41,4,33,4,32,8.53E-06
2015,4,12,17,58,18,10,18,7,18,6,8.52E-06
2014,12,17,19,27,19,34,19,30,19,30,8.52E-06
2014,2,11,13,15,14,15,13,57,13,58,8.50E-06
2013,10,18,15,15,15,39,15,26,15,26,8.49E-06
2013,6,19,9,33,10,25,9,54,9,54,8.48E-06
2011,3,24,17,1,17,10,17,6,17,6,8.47E-06
2012,8,31,19,45,21,51,20,43,20,42,8.47E-06
2013,11,15,2,20,2,33,2,29,2,28,8.46E-06
2013,8,11,21,47,22,11,21,58,21,58,8.46E-06
2014,6,13,3,31,3,43,3,39,3,38,8.45E-06
2012,5,10,5,17,5,25,5,22,5,22,8.45E-06
2011,12,25,11,20,11,31,11,26,11,26,8.45E-06
2013,10,26,17,4,17,26,17,15,17,14,8.43E-06
2014,10,29,3,29,4,19,3,58,3,58,8.41E-06
2014,4,4,13,34,13,56,13,48,13,48,8.40E-06
2013,5,13,0,32,0,46,0,39,0,38,8.39E-06
2012,3,6,4,1,4,8,4,5,4,4,8.39E-06
2011,9,4,1,1,1,13,1,7,1,8,8.38E-06
2014,10,25,23,20,23,36,23,26,23,26,8.37E-06
2011,9,25,22,29,22,36,22,32,22,32,8.37E-06
2013,8,30,2,4,4,6,2,46,2,46,8.37E-06
2012,8,30,12,2,12,14,12,11,12,10,8.36E-06
2011,2,14,4,29,5,9,4,49,4,50,8.35E-06
2014,11,27,0,39,0,51,0,47,0,48,8.34E-06
2014,6,16,1,33,3,1,2,15,2,14,8.34E-06
2014,5,14,12,59,15,28,15,4,15,4,8.34E-06
2014,12,9,8,22,8,41,8,30,8,30,8.33E-06
2011,11,6,9,52,9,59,9,56,9,56,8.33E-06
2015,1,29,5,15,5,50,5,23,5,24,8.32E-06
2013,4,23,14,5,14,16,14,14,14,14,8.31E-06
2013,2,3,5,56,6,15,6,10,6,10,8.31E-06
2011,2,14,3,24,5,8,4,48,4,48,8.28E-06
2010,5,8,4,51,5,4,4,59,4,58,8.28E-06
2014,2,2,22,27,22,34,22,31,22,30,8.27E-06
2012,8,6,0,39,0,48,0,45,0,44,8.26E-06
2014,10,31,0,32,1,41,1,1,1,2,8.26E-06
2014,10,26,21,47,22,13,21,59,21,58,8.24E-06
2012,7,3,16,58,17,9,17,2,17,2,8.24E-06
2010,2,6,21,31,21,42,21,37,21,36,8.23E-06
2015,4,10,7,57,8,6,8,3,8,4,8.22E-06
2015,12,28,0,18,0,39,0,28,0,28,8.21E-06
2014,2,13,10,29,10,53,10,48,10,48,8.21E-06
2012,7,8,17,48,18,9,18,3,18,2,8.21E-06
2014,11,22,0,54,1,6,1,1,1,2,8.20E-06
2015,6,19,9,19,9,38,9,27,9,28,8.18E-06
2013,11,11,0,43,0,51,0,48,0,48,8.18E-06
2013,11,2,4,40,4,50,4,46,4,46,8.18E-06
2011,2,14,13,47,14,42,14,27,14,26,8.17E-06
2013,12,22,22,36,22,54,22,44,22,44,8.16E-06
2013,10,29,18,24,18,36,18,31,18,30,8.16E-06
2015,9,29,6,15,6,23,6,18,6,18,8.16E-06
2011,2,19,8,0,8,12,8,4,8,4,8.16E-06
2013,5,13,21,58,22,11,22,5,22,4,8.15E-06
2015,3,16,20,38,21,0,20,49,20,48,8.12E-06
2015,8,28,2,42,3,6,2,51,2,52,8.11E-06
2015,5,4,0,43,1,6,0,52,0,52,8.11E-06
2012,3,10,14,43,16,16,15,52,15,52,8.09E-06
2011,5,30,5,59,6,7,6,5,6,6,8.07E-06
2014,9,6,8,4,8,30,8,14,8,14,8.06E-06
2012,8,9,11,36,12,0,11,47,11,46,8.06E-06
2014,12,18,19,34,19,52,19,43,19,44,8.05E-06
2014,2,28,9,32,10,33,10,6,10,6,8.04E-06
2012,2,11,9,55,10,11,10,4,10,4,8.04E-06
2014,10,9,8,21,9,37,9,27,9,28,8.03E-06
2014,3,11,19,12,20,2,19,46,19,46,8.03E-06
2013,10,14,12,56,13,36,13,15,13,16,8.03E-06
2011,12,14,14,51,15,1,14,59,15,0,8.03E-06
2014,2,1,1,19,1,38,1,25,1,24,8.03E-06
2011,5,28,3,4,3,43,3,31,3,30,8.02E-06
2014,9,26,16,13,16,25,16,18,16,18,8.01E-06
2013,5,11,19,35,20,3,19,48,19,48,8.01E-06
2010,5,5,17,13,17,22,17,19,17,18,8.00E-06
2014,1,28,12,18,12,30,12,25,12,24,8.00E-06
2012,7,9,8,5,8,58,8,30,8,30,8.00E-06
2014,2,12,12,29,12,39,12,34,12,34,8.00E-06
2011,2,16,15,27,15,37,15,32,15,32,8.00E-06
2013,1,10,17,33,17,57,17,46,17,46,7.99E-06
2011,9,16,0,3,0,27,0,19,0,20,7.99E-06
2013,10,16,14,26,14,40,14,32,14,32,7.98E-06
2012,8,30,8,31,9,16,9,12,9,12,7.98E-06
2012,1,26,1,40,2,0,1,49,1,50,7.97E-06
2014,4,15,9,15,9,25,9,23,9,22,7.96E-06
2011,12,30,10,27,10,37,10,32,10,32,7.96E-06
2014,9,7,19,29,19,52,19,43,19,44,7.95E-06
2011,5,29,11,36,11,42,11,39,11,40,7.94E-06
2011,11,16,14,48,15,26,15,5,15,6,7.94E-06
2015,6,11,8,49,8,59,8,55,8,54,7.93E-06
2015,4,15,20,13,20,45,20,23,20,24,7.93E-06
2014,1,28,0,31,0,39,0,36,0,36,7.92E-06
2011,9,25,3,27,3,38,3,32,3,32,7.92E-06
2014,4,15,17,53,18,3,17,59,18,0,7.92E-06
2011,3,24,12,1,12,11,12,7,12,6,7.91E-06
2015,3,20,0,57,2,11,1,33,1,32,7.89E-06
